Comment_ID,Post_ID,Comment_Text,Comment_Date,Comment
1650661268_178,1650661268,就叫你打高端，又不要，在那叫什麼,2022-04-23,"Just ask you to play high -end, don't, what's the name there"
1650661268_179,1650661268,血氧測一下,2022-04-23,Blood oxygen test
1650661268_180,1650661268,真的有疑慮打高端。就當被打葡萄糖,2022-04-23,There are really doubts to hit high -end. Just be beaten with glucose
1650661268_181,1650661268,只要打就要鼓勵,2022-04-23,"As long as you play, you must encourage"
1650661268_182,1650661268,我也是這樣 我打兩劑BNT,2022-04-23,This is the same.
1650661268_183,1650661268,下次打高端就沒事了,2022-04-23,It's okay next time you hit the high -end
1650661268_184,1650661268,強制打第三劑真的害死人,2022-04-23,The third dose is really killed
1650661268_185,1650661268,沒有醫師敢說有關係,2022-04-23,No physician dares to say something
1650661268_186,1650661268,心裡作用,2022-04-23,Effect
1650661268_187,1650661268," 打完兩劑bnt,血壓160持續三個月，失",2022-04-23," After two doses of BNT, the blood pressure 160 lasted for three months, lost"
1650661268_188,1650661268,眠四個月至今還無法不靠藥物，施打疫,2022-04-23,"Sleeping for four months, I can’t rely on drugs to surge."
1650661268_189,1650661268,苗前不曾發生過。,2022-04-23,Never happened before Miao.
1650661268_190,1650661268,說的太好了，心理作用 +1 ，明明是推,2022-04-23,"It's so good, psychological effect +1, obviously push"
1650661268_191,1650661268,文你們大家自己想太多!,2022-04-23,You all think too much!
1650661268_192,1650661268,有運動習慣感覺很明顯吸不太到氣,2022-04-23,I feel that I have a exercise habit and I feel that I ca n’t breathe
1650661268_193,1650661268,怕副作用打高端沒錯，被強迫打第三劑,2022-04-23,"I'm afraid of side effects to play high -end, forced to play the third dose"
1650661268_194,1650661268,的選擇,2022-04-23,s Choice
1650661268_195,1650661268,自從打疫苗後就交不到女友了,2022-04-23,I can’t get my girlfriend since the vaccine
1650661268_196,1650661268,我之前車禍傷到靠近頭部的軟組織，導致,2022-04-23,"I had a soft tissue near the head accident before my car accident, resulting in"
1650661268_197,1650661268,等疫苗改完你的DNA,2022-04-23,Wait for the vaccine to change your DNA
1650661268_198,1650661268,去年12月打第二劑bnt 到現在還是會胸悶,2022-04-23,"Last December, the second dose BNT still has chest tightness"
1650661268_199,1650661268,喘 呼吸困難  心臟不定時抽痛,2022-04-23,Breathing and breathing difficulties The heart is irregularly drawn from time to time
1650661268_200,1650661268,暈眩、昏倒，因為沒有外傷或骨頭方面問,2022-04-23,"Dizziness, fainting, because there is no trauma or bone aspect to ask"
1650661268_201,1650661268,題，所以拍片也看不出來，單看症狀也有,2022-04-23,"Question, so I can't see the films, and there are symptoms alone"
1650661268_202,1650661268,像恐慌症，但事實上根本不是恐慌症,2022-04-23,"Like panic disorder, but in fact it is not panic disorder at all"
1650661268_203,1650661268,不要被庸醫給唬了，他找不到原因就說心,2022-04-23,"Don’t be bluffed by the mediocrine, he can't find the reason and says it."
1650661268_204,1650661268,因性，沒這回事,2022-04-23,"Because of sex, not that's the matter"
1650661268_205,1650661268,你要不要試看看多運動看看,2022-04-23,Do you want to try to see more exercise and see
1650661268_206,1650661268,其實不是副作用，只是確診了啦,2022-04-23,"In fact, it's not a side effect, it's just a diagnosis"
1650661268_207,1650661268,小學數學啊。打兩劑確診=痛苦三次。打三,2022-04-23,Primary school mathematics. Two doses confirmed = three times in pain. Three
1650661268_208,1650661268,劑確診=痛苦四次。求打三劑免確診之機率,2022-04-23,Diagnosis = four pains. Seeking the probability of three doses to avoid diagnosis
1650661268_209,1650661268,誰叫你不選高端,2022-04-23,Who told you not to choose high -end
1650661268_210,1650661268,不打仔很努力在這邊發功 莫德納都快打完了,2022-04-23,"Don't fight, I worked hard to make Modner here, and I was almost finished"
1650661268_211,1650661268," 我也是去年10月打bnt,後續心臟科 胸腔",2022-04-23," I also played BNT in October last year, followed by the chest chest"
1650661268_212,1650661268,科都看，打疫苗半年多都會胸悶 痛…不,2022-04-23,"In Kudu, it will be chest tight and painful for more than half a year ... No"
1650661268_213,1650661268,敢打二劑,2022-04-23,Dare to play two doses
1650661268_214,1650661268,怎麼不打高端 中共同路人嗎,2022-04-23,Why not fight the high -end CCP Tongtan passersby?
1650661268_215,1650661268,我也是胸悶胸痛身體會震動 我以為是,2022-04-23,I also have chest tightness and chest pain. The body will shake. I think so
1650661268_216,1650661268,心臟震動 看心臟科也是都沒事 在等後,2022-04-23,Cardiac vibration is okay to see the cardiac department.
1650661268_217,1650661268,續檢查,2022-04-23,Renewal
1650661268_218,1650661268,打第一劑跟第二劑後都持續性的胸悶胸,2022-04-23,"After playing the first dose and the second dose, the chest tightly chest is continuously"
1650661268_219,1650661268,痛，看醫生照了心電圖跟超音波，跟我,2022-04-23,"Pain, watch the doctor take the electrocardiogram and ultrasound, follow me"
1650661268_220,1650661268,說我有心臟瓣膜脫垂，要我不熬夜多喝,2022-04-23,"I said that I have a heart valve prolapse, and I want me to drink too late"
1650661268_221,1650661268,水，活了快30歲心臟都沒不舒服從來沒,2022-04-23,"Water, the heart is almost 30 years old, there is no uncomfortable heart, never uncomfortable"
1650661268_222,1650661268,看過心臟科，從不知道原來自己天生有,2022-04-23,"I have seen the cardiac department, I never know that I was born in nature"
1650661268_223,1650661268,這個病，打了疫苗這個病的問題才出現,2022-04-23,This disease occurs only the problem of vaccine.
1650661268_224,1650661268,我這情況就是“本來就有病”吧..（但,2022-04-23,"My situation is ""I was sick"" .. (but"
1650661268_225,1650661268,原本也不知道自己有病就是,2022-04-23,I didn't know that I was sick
1650661268_226,1650661268,剎到,2022-04-23,Brake
1650661268_227,1650661268,其實現在就是選擇，看你比較怕染疫症狀還,2022-04-23,"In fact, it is a choice now, depending on you, you are more afraid of infection symptoms"
1650661268_228,1650661268,是打疫苗後的不良反應，大家有自己的考量,2022-04-23,"It is the adverse reaction after the vaccine, everyone has their own considerations"
1650661268_229,1650661268,，政府真的不該強制規定要打幾劑,2022-04-23,", The government should really not be compulsive to make a few doses"
1650661268_230,1650661268,伊維菌素,2022-04-23,Ivekin
1650661268_231,1650661268,樓上aa大，我以為是我發文，跟我好像，,2022-04-23,"AA is big upstairs, I thought it was me to post, as if it was me,"
1650661268_232,1650661268,疫苗後檢查心臟有三處閉鎖不全，30出頭,2022-04-23,"After the vaccine, check that there are three inadequate hearts in the heart."
1650661268_233,1650661268,打疫苗前完全沒有胸口痛的問題，我覺得,2022-04-23,"There is no problem with chest pain before the vaccine, I think"
1650661268_234,1650661268,是疫苗凸顯症狀？唉,2022-04-23,Is the vaccine highlighting the symptoms? well
1650661268_235,1650661268,認真回覆，要靜下來，想像吸氣到後下,2022-04-23,"Reply carefully, calm down, imagine inhalation"
1650661268_236,1650661268,背腎的位子，吸吐都要慢、勻、細、長,2022-04-23,"The seat of the back kidney must be slow, uniform, thin, and long"
1650661268_237,1650661268,，不要一瞬間一大口，這樣會用錯肌肉,2022-04-23,", Don’t have a big bite for a moment, so use the wrong muscles"
1650661268_238,1650661268,，連續吸五分鐘，你可以直接上油管搜,2022-04-23,", Su sucking for five minutes, you can directly search the oil pipe search"
1650661268_239,1650661268,尋腹式呼吸五分鐘，每一小時練一次，,2022-04-23,"Find abdomen breathing for five minutes, and practice once every hour,"
1650661268_240,1650661268,半天就有效果,2022-04-23,It's effective in half a day
1650661268_241,1650661268,第一劑打完之後過了半年我還是完全不能,2022-04-23,"After half a year after the first dose, I still can't"
1650661268_242,1650661268,碰咖啡因，沾一口就胸痛,2022-04-23,"Bedon the caffeine, chest pain in a sip"
1650661268_243,1650661268," 越多人回文越好,最好是有各行各業數據",2022-04-23," The more people return the text, the better, it is best to have data from all walks of life"
1650661268_244,1650661268,如心臟科掛號求診是否變多,2022-04-23,If the cardiac sign of the cardiac signal is more
1650661268_245,1650661268,推分享,2022-04-23,Sharing
1650661268_246,1650661268,我朋友老公打完az 第二劑人生第一次脖,2022-04-23,"My friend's husband finished the first neck of the second dose of AZ, the second dose of life"
1650661268_247,1650661268,子動不了，一個大男人痛到哭，他本人,2022-04-23,"The son can't move, a big man is so painful that he is crying, he himself"
1650661268_248,1650661268,算高大又很搞笑，聽到他哭，我都很難想,2022-04-23,It's tall and funny. I can't think of it when I heard him cry.
1650661268_249,1650661268,像…有去看醫生，醫生沒做什麼檢查，只,2022-04-23,"Like ... I went to see a doctor, the doctor didn't do any examination, only"
1650661268_250,1650661268,有打針吃藥前幾次有好，但很快又發生了,2022-04-23,"There were a few times a few times before taking injections, but it happened soon again"
1650661268_251,1650661268,，改找中醫師，醫生說小問題，後來就,2022-04-23,", Find a Chinese doctor, the doctor said a small question, and later"
1650661268_252,1650661268,都沒發生了,2022-04-23,Nothing happened
1650661268_253,1650661268,無法證實?不敢證實吧?,2022-04-23,"Can't confirm it? Can't dare to confirm, right?"
1650661268_254,1650661268,找經方中醫調身體，愈快愈好。,2022-04-23,"Finding the Chinese medicine to adjust the body, the faster the better."
1650661268_255,1650661268,太相信西方醫療與所謂醫生說的話，這次疫,2022-04-23,I believe that Western Medical and so -called doctors say this time.
1650661268_256,1650661268,苗之毒害正好可反思，人體本來就是很奧秘,2022-04-23,"Miao's poisoning can be reflected, the human body is very mysterious"
1650661268_257,1650661268,，有家人曾經打子宮頸疫苗出現嚴重後遺症,2022-04-23,Some family members once had severe sequelae in the cervical vaccine
1650661268_258,1650661268,，還有其他家人診斷腸破掉需開刀結果開了,2022-04-23,There are other family members diagnosed the intestinal breaks and need to be operated.
1650661268_259,1650661268,說只是胰臟炎但老了併發症過世，從此只看,2022-04-23,"It is just that pancreatic inflammation has passed away when it is old, and I only look at it from now on."
1650661268_260,1650661268,中醫,2022-04-23,Chinese medicine
1650661268_261,1650661268,https://i.imgur.com/THTNqSc.jpg,2022-04-24,https://i.imgur.com/thtnqsc.jpg
1650661268_262,1650661268,誰叫你不打高端,2022-12-01,Who told you not to play high -end
1650526684_0,1650526684,高端,2022-04-21,High -end
1650526684_1,1650526684,當然是高端啊,2022-04-21,Of course it is high -end
1650526684_2,1650526684,高端,2022-04-21,High -end
1650526684_3,1650526684,問就是,2022-04-21,Ask
1650526684_4,1650526684,問就是高端,2022-04-21,Ask is high -end
1650526684_5,1650526684,https://i.imgur.com/OUw8u9N.jpg,2022-04-21,https://i.imgur.com/ouw8u9n.jpg
1650526684_6,1650526684,三高,2022-04-21,Three high
1650526684_7,1650526684,問就是高端,2022-04-21,Ask is high -end
1650526684_8,1650526684,哪家半套店這麼機車==,2022-04-21,Which half -set is such a motorcycle ==
1650526684_9,1650526684,高端,2022-04-21,High -end
1650526684_10,1650526684,Novavax,2022-04-21,Novavax
1650526684_11,1650526684,問就是高端,2022-04-21,Ask is high -end
1650526684_12,1650526684,高高高,2022-04-21,High
1650526684_13,1650526684,AZ+莫+莫 最強保護力,2022-04-21,AZ+Mo+Mo the strongest protection
1650526684_14,1650526684,你就是想聽高端，老梗不煩哦,2022-04-21,"You just want to listen to the high -end, the old stalk is not annoying"
1650526684_15,1650526684,聰明的都選次蛋白疫苗,2022-04-21,Smart metropolitan protein vaccine
1650526684_16,1650526684,高高高最高,2022-04-21,High height and highest
1650526684_17,1650526684,請幫忙清庫存~~~,2022-04-21,Please help clear the inventory ~~~
1650526684_18,1650526684,問就是高端,2022-04-21,Ask is high -end
1650526684_19,1650526684,頂級高端,2022-04-21,Top high -end
1650526684_20,1650526684,到貨時間未定、有過三期的Novavax,2022-04-21,"NOVAVAX, which has not been settled and has three issues,"
1650526684_21,1650526684,問就是高端,2022-04-21,Ask is high -end
1650526684_22,1650526684,高高高 這幾天可以等周大媽實測高齡確診,2022-04-21,You can wait for Aunt Zhou to test the old age in a few days to confirm the diagnosis
1650526684_23,1650526684,mrna跟az都會y,2022-04-21,MRNA and AZ will be y
1650526684_24,1650526684,會不會牙起來,2022-04-21,Will it get up?
1650526684_25,1650526684,水,2022-04-21,water
1650526684_26,1650526684,我打兩劑BNT心臟老實說有點受不了,2022-04-21,I have two doses of BNT heart and honestly say that I can't stand it
1650526684_27,1650526684,最頂的 最貴的,2022-04-21,Top and most expensive
1650526684_28,1650526684,食鹽水,2022-04-21,Saline
1650526684_29,1650526684,要副作用小的第三劑好像只能高端了,2022-04-21,The third dose with a small side effect seems to be high -end
1650526684_30,1650526684,高端,2022-04-21,High -end
1650526684_31,1650526684,問就是高端,2022-04-21,Ask is high -end
1650526684_32,1650526684,BNT的副作用現在其實都還在==,2022-04-21,BNT's side effects are actually still ==
1650526684_33,1650526684,高端啊,2022-04-21,High -end
1650526684_34,1650526684,我打兩劑BNT只有注射的地方酸幾天,2022-04-21,I have two doses of BNT and only the injection is sour for a few days
1650526684_35,1650526684,厚問 全台灣都知道高端是最安全的疫苗,2022-04-21,Hou asked all in Taiwan to know that high -end is the safest vaccine
1650526684_36,1650526684,最頂的,2022-04-21,Top
1650526684_37,1650526684,我第二劑BNT已經距今四個月了,2022-04-21,My second dose BNT is four months old
1650526684_38,1650526684,高端,2022-04-21,High -end
1650526684_39,1650526684,第一劑BNT沒感覺，第二劑真的受不了,2022-04-21,"The first dose of BNT does not feel, the second dose really can't stand it"
1650526684_40,1650526684,高端副作用 沒有跟沒有,2022-04-21,High -end side effects are not followed without following
1650526684_41,1650526684,當然是高端，蔻蔻姐三高確診,2022-04-21,"Of course, it is a high -end, Sister Kou Kou San Gao confirmed the diagnosis"
1650526684_42,1650526684,搜一下就知道了，高端就副作用最小的。,2022-04-21,"Search, you know, the high -end side effects are the smallest."
1650526684_43,1650526684,高端一直是副作用最少 但有沒效不,2022-04-21,High -end has always been the least side effect but is it effective?
1650526684_44,1650526684,知道w,2022-04-21,Know W
1650526684_45,1650526684,高端,2022-04-21,High -end
1650526684_46,1650526684,第三劑莫德納，幾乎沒啥感覺,2022-04-21,"The third dose Modner, almost no feeling"
1650526684_47,1650526684,政府不想買的NBT,2022-04-21,NBT that the government does not want to buy
1650526684_48,1650526684,我中年人，打莫德那第一劑心臟不適1個,2022-04-21,"I am middle -aged, and the first dose of heart discomfort is 1"
1650526684_49,1650526684,問就是高端,2022-04-21,Ask is high -end
1650526684_50,1650526684,月,2022-04-21,moon
1650526684_51,1650526684,只擔心副作用的話!!!就打高端嚕!!!!,2022-04-21,If you are worried about side effects !!! Just make high -end 噜 !!!!
1650526684_52,1650526684,高端X3  最頂,2022-04-21,High -end X3 top
1650526684_53,1650526684,朋友第三劑莫德那，直接倒地三小時,2022-04-21,"Friends third dose Modna, fell directly to the ground for three hours"
1650526684_54,1650526684,問就是高端,2022-04-21,Ask is high -end
1650526684_55,1650526684,如果你打其他廠牌有這麼痛苦過的話,2022-04-21,If you play other brands so painful
1650526684_56,1650526684,，你就直接選高端吧，畢竟副作用痛,2022-04-21,"You can choose the high -end directly, after all, side effect pain"
1650526684_57,1650526684,高端啊 拜託趕快打完,2022-04-21,"High -end, please hurry up"
1650526684_58,1650526684,苦的不是鄉民而是你自己,2022-04-21,It's not the villagers but you who are bitter
1650526684_59,1650526684," 我也在等Novavax,馬的拉基政府不進",2022-04-21," I am also waiting for novavax, the Raki government of the horse will not enter"
1650526684_60,1650526684,Novavax，沒什麼副作用,2022-04-21,"Novavax, there are no side effects"
1650526684_61,1650526684,最貴 最像生理食鹽水那款 我好像說太多了,2022-04-21,"The most expensive and most like physiological salt water, I seem to say too much"
1650526684_62,1650526684,問就是高端,2022-04-21,Ask is high -end
1650526684_63,1650526684,第三劑打半劑莫德納 毫無反應,2022-04-21,The third dose is half a dose of Modner without response
1650526684_64,1650526684,朋友平常健康，打了莫，倒地三小時,2022-04-21,"Friends are usually healthy, do not fight, fall to the ground for three hours"
1650526684_65,1650526684,高端,2022-04-21,High -end
1650526684_66,1650526684,心臟內科大排長龍，全世界醫界都在裝死,2022-04-21,"Internal medicine in the heart, the long queue, the world's medical community is pretending to be dead"
1650526684_67,1650526684,問就是高X,2022-04-21,Ask is high x x
1650526684_68,1650526684,生理食鹽水,2022-04-21,Physiological saline
1650526684_69,1650526684,顆星  因為 聽說沒甚麼作用 也就沒副作,2022-04-21,One star has no side work because I heard that there is no effect
1650526684_70,1650526684,兩劑BNT 每劑都暈1.5月、胃脹、心悸 怕.JPG,2022-04-21,"Two doses of BNT dizzy 1. May in May, bloating, palpitations and fear. Jpg"
1650526684_71,1650526684,問就是,2022-04-21,Ask
1650526684_72,1650526684,高端,2022-04-21,High -end
1650526684_73,1650526684,食鹽水,2022-04-21,Saline
1650526684_74,1650526684,最頂的疫苗 高端,2022-04-21,High -end vaccine
1650526684_75,1650526684,高端,2022-04-21,High -end
1650526684_76,1650526684,高端打好打滿,2022-04-21,High -end beating
1650526684_77,1650526684,三高端,2022-04-21,Three high -end
1650526684_78,1650526684,肥宅當然是三高,2022-04-21,"Of course, the fat house is three high"
1650526684_79,1650526684,問就是高端,2022-04-21,Ask is high -end
1650526684_80,1650526684,看個人體質 我妹小胖 但打三劑AZ都沒,2022-04-21,"Look at my personal physique, my sister is fat, but I have three doses of AZ"
1650526684_81,1650526684,事,2022-04-21,thing
1650526684_82,1650526684,八卦逆指名唯一推薦！高端～～！,2022-04-21,The only recommendation of the gossip inversion! High -end ~~!
1650526684_83,1650526684," 只看副作用最小,高端",2022-04-21," Just look at the smallest side effects, high -end high -end"
1650526684_84,1650526684,死忠神藥吧,2022-04-21,Dead loyalty medicine
1650526684_85,1650526684,今天通報疫苗不良掛掉的有一位就是,2022-04-21,One thing that reported the poor vaccine today is
1650526684_86,1650526684,高端,2022-04-21,High -end
1650526684_87,1650526684,家裡體質有沒有關係？長輩先打，他們OK的你,2022-04-21,"Does the family have a relationship with your family? The elders play first, their ok you"
1650526684_88,1650526684,可能也OK? 我家是這樣，也可能是全家都身體,2022-04-21,"Maybe it ’s OK? My family is like this, or the whole family is physical"
1650526684_89,1650526684,差,2022-04-21,Difference
1650526684_90,1650526684,何必浪費疫苗 你就關在家裡就好,2022-04-21,"Why not waste the vaccine, just keep it at home"
1650526684_91,1650526684,高端,2022-04-21,High -end
1650526684_92,1650526684,現在感覺沒是副作用的問題，是後遺症很,2022-04-21,"Now I feel that there is no problem with side effects, it is a very sequelae"
1650526684_93,1650526684,多，又不被承認，只能吞嗎,2022-04-21,"Many, not recognized, can I only swallow it?"
1650526684_94,1650526684,我爸有癌症病史，到現在一針都不敢打，我,2022-04-21,"My dad has a history of cancer, so I dare not hit it until now, I"
1650526684_95,1650526684,想說服他去打高端,2022-04-21,Want to convince him to play high -end
1650526684_96,1650526684,聽說高端副作用比較小，至於效能？？？,2022-04-21,I heard that the high -end side effects are relatively small. As for the performance? Intersection Intersection
1650526684_97,1650526684,疫苗只推薦高端,2022-04-21,Vaccine only recommends high -end
1650526684_98,1650526684,高端符水,2022-04-21,High -end runewater
1650526684_99,1650526684,當然選高端啊 沒看到周玉蔻用身體證,2022-04-21,"Of course, choose high -end, I didn’t see Zhou Yukou using physical certification"
1650526684_100,1650526684,明高端疫苗很棒嗎,2022-04-21,Is the Ming high -end vaccine great?
1650526684_101,1650526684,疫苗的問題  通通都是打高端,2022-04-21,The problem of vaccine is all high -end
1650526684_102,1650526684,高端副作用低，死亡率高，自己考慮囉,2022-04-21,Low high -end side effects and high mortality rates.
1650526684_103,1650526684,問就是,2022-04-21,Ask
1650526684_104,1650526684,Novavax或高端,2022-04-21,Novavax or high -end
1650526684_105,1650526684,高端，家人都打副作用只有手臂稍微酸痛，,2022-04-21,"High -end, family members have side effects, only the arm is slightly sore,"
1650526684_106,1650526684,但壞處是不能出國,2022-04-21,But the disadvantage cannot be abroad
1650526684_107,1650526684,台派神藥 基進必打 高端94強,2022-04-21,Taiwan Pharmaceutical Base Jin must hit the high -end 94 top 94
1650526684_108,1650526684,高,2022-04-21,high
1650526684_109,1650526684,認真回 高端,2022-04-22,Carefully return to high -end
1650526684_110,1650526684,https://reurl.cc/b256QM,2022-04-24,https://reurl.cc/b256qm
1650526684_111,1650526684,https://reurl.cc/GxVk9Z,2022-04-24,https://reurl.cc/gxvk9z
1650526684_112,1650526684,https://reurl.cc/NAjakp,2022-04-24,https://reurl.cc/najakp
1650526684_113,1650526684,https://reurl.cc/Kbk6Nj,2022-04-24,https://reurl.cc/kbk6nj
1650442363_0,1650442363,不打你就不用出門 等到解封..,2022-04-20,"If you don't hit you, don't go out and wait until the unblocking .."
1650442363_1,1650442363,中病毒也會有一樣的副作用 機率還更高,2022-04-20,There will be the same side effects of medium viruses.
1650442363_2,1650442363,腦殘沒藥醫，直接放棄治療就好了,2022-04-20,"Brainless medicine, just give up treatment directly"
1650442363_3,1650442363,不打就等於在賭不會中 因為副作用一樣,2022-04-20,Not playing is equivalent to not in the gambling because of side effects
1650442363_4,1650442363,學過統計後你就該問，陰謀論者的數據哪,2022-04-20,"After learning statistics, you should ask, what is the data of the conspiracy theorist"
1650442363_5,1650442363,裡來的。他講得故事相關印證數據他是不,2022-04-20,Come in. He tells the story related to the data.
1650442363_6,1650442363,後果自負 所以自己求解,2022-04-20,"The consequences are at your own risk, so solve it yourself"
1650442363_7,1650442363,是有權限取得。,2022-04-20,It is obtained by the permissions.
1650442363_8,1650442363,想通後可以少問很多事少發很多文,2022-04-20,"After thinking about it, you can ask a lot of things less and send a lot of text"
1650161128_0,1650161128,善意提醒，這是每百萬人,2022-04-17,"Goodwill reminder, this is a million people per million people"
1650161128_1,1650161128,三小? 副作用不是要看嚴重的嗎?,2022-04-17,Isn't the three small? Isn't the side effects depending on the serious?
1650161128_2,1650161128,BNT嚴重的少啊,2022-04-17,BNT is serious
1650161128_3,1650161128,好像除了AZ，其他都還好,2022-04-17,"It seems that except AZ, everything else is okay"
1650161128_4,1650161128,我身邊是打AZ的都沒事，打莫德納 起疹,2022-04-17,It's okay to hit AZ by my side.
1650161128_5,1650161128,子，跟往生…,2022-04-17,"Zi, follow the life ..."
1650161128_6,1650161128,比例上是BNT高 不過差一點點而已,2022-04-17,"In terms of ratio, BNT is high, but it is almost a little bit"
1650161128_7,1650161128,身邊打疫苗有長期副作用的(非短期發燒),2022-04-17,There are long -term side effects of vaccine around (non -short -term fever)
1650161128_8,1650161128,果然還是要統計 才能清楚實際狀況。,2022-04-17,"Sure enough, it is still necessary to be clear to clear the actual situation."
1650161128_9,1650161128," BNT>莫德那>AZ,BNT輕症心臟不舒服偏多",2022-04-17," Bnt> Modna> AZ, BNT mild heart is uncomfortable"
1650161128_10,1650161128,但是都不太會被通報,2022-04-17,But it is not very reported to be notified
1650161128_11,1650161128,邪教反人類詐騙,2022-04-17,Cult anti -human fraud
1650161128_12,1650161128,ptt 能打到莫的比例偏低吧==,2022-04-17,"PTT can hit Mo to be low, right =="
1650161128_13,1650161128,https://i.imgur.com/3W7FtaT.jpg,2022-04-17,https://i.imgur.com/3w7ftat.jpg
1650161128_14,1650161128,我建議你把死亡率也列進去,2022-04-17,I suggest you listed the mortality also in
1650161128_15,1650161128,疫苗接種後看嚴重不良跟死亡率就好,2022-04-17,"After vaccine vaccination, see severe bad and mortality rate"
1650161128_16,1650161128,打疫苗死亡比感染死亡多,2022-04-17,Vaccine death is more dead than infection than infection
1650161128_17,1650161128,打實驗針副作用的人黑數很多,2022-04-17,There are many black numbers who play experimental pins and side effects
1650161128_18,1650161128,真的很難去量化,2022-04-17,It's really difficult to quantify
1650161128_19,1650161128,對某些年齡層打疫苗的嚴重不良反應率,2022-04-17,Severe adverse reactions to vaccination at certain ages
1650161128_20,1650161128,還高於染疫重症率,2022-04-17,It is also higher than the severe disease rate of infection
1650161128_21,1650161128,而實際重症率=染疫率*染疫重症率,2022-04-17,The actual severe illness rate = infection rate*infection epidemic severe disease rate
1650161128_22,1650161128,那更是低上加低,2022-04-17,That's even lower and low
1650161128_23,1650161128,完全不懂去飛蛾撲火打垃圾疫苗幹嘛,2022-04-17,I don’t know why the moths flutter the fire and fight the garbage vaccine.
1650161128_24,1650161128,對健康期望值為負的垃圾,2022-04-17,Waste that is negative to health expectations
1650161128_25,1650161128,我身邊就有幾個打完bnt 心臟不舒服 去,2022-04-17,"There are a few beside me, there are a few of the BNT heart uncomfortable heart"
1650161128_26,1650161128,醫院 醫生只會委婉說 回家休息 再看看,2022-04-17,The doctor of the hospital will only euphemist at home to rest and look at it
1650161128_27,1650161128,無法確定跟疫苗是否相關….,2022-04-17,It is impossible to determine whether it is related to the vaccine ...
1650161128_28,1650161128,我朋友打完 bnt兩劑 幾個月了 不舒服 沒,2022-04-17,My friend has finished the BNT two doses for a few months. Is it uncomfortable?
1650161128_29,1650161128,有好轉..,2022-04-17,I have improved ..
1647644139_0,1647644139,藥物是給有病的人吃 為了治病賭一把,2022-03-19,The drug is to give a sick person to cure the disease to gamble
1647644139_1,1647644139,合理 疫苗是給正常人打 賭一把,2022-03-19,The reasonable vaccine is to bet on normal people
1647644139_2,1647644139,是有病吧,2022-03-19,Is it sick?
1647644139_3,1647644139,好好的人拿命開玩笑,2022-03-19,Her good people joke with their lives
1647644139_4,1647644139,有資料有推。公衛專業真的很重要，但也希望,2022-03-19,"There is information to push. The public health profession is really important, but I also hope"
1647644139_5,1647644139,能更安全並減少民眾的擔心。外行人會覺得不,2022-03-19,Can be safer and reduce the public's concerns. The layman will feel no
1647644139_6,1647644139,安是無可厚非的事吧,2022-03-19,"Ann is understandable, right?"
1647644139_7,1647644139,不安就不要打啊。有人逼你嗎。嘻嘻,2022-03-19,Don't fight if you are restless. Does anyone force you? whee
1647644139_8,1647644139,每個都不打，到時候跟去年一樣疫情爆,2022-03-19,"Everyone is not fighting, and the epidemic is explosive as last year as last year"
1647644139_9,1647644139,發又要嫌，疫苗施打率不高的情況下開,2022-03-19,"It is too necessary, and the vaccine is not high when the vaccine is not high."
1647644139_10,1647644139,放就不是只死個800人這麼簡單，還是台,2022-03-19,"It is not as simple as just 800 people to die, or it is still Taiwan"
1647644139_11,1647644139,灣人希望封一輩子？,2022-03-19,Wan people want to seal their lives for a lifetime?
1647644139_12,1647644139,學美國啊。自己一直不打。怪誰,2022-03-19,Learn the United States. I have never played. Who blame
1647644139_13,1647644139,數據? 數據不能造假?,2022-03-19,Data? Data cannot be faked?
1647644139_14,1647644139,輝瑞掩蓋臨床實驗嚴重不良副作用數據,2022-03-19,Pfizer covering serious adverse side effects data of clinical experiments
1647644139_15,1647644139,罰款累計三十億美金還有人滿口數據,2022-03-19,There are more than 3 billion US dollars of fines and people are full of data
1647644139_16,1647644139," 徹頭徹尾的犯罪公司,政府媒體有沒有講?",2022-03-19," Is there a downright criminal company, did the government media say?"
1647644139_17,1647644139,你這傢伙明明啥都不懂卻又傲慢的要命,2022-03-19,Your guy obviously doesn't understand but arrogant
1647644139_18,1647644139,等著自食苦果吧,2022-03-19,Waiting for self -eating bitter fruit
1647644139_19,1647644139,,2022-03-19,#VALUE!
1647644139_20,1647644139,活在實驗針的謊言世界裡真可怕,2022-03-19,It's terrible to live in the world of lies in the experimental needle
1647644139_21,1647644139,所以你只是證實其他上市的藥也會不安全,2022-03-19,So you just confirm that other medicines will be unsafe
1647644139_22,1647644139,買賣實驗針的錢真香,2022-03-19,The money of buying and selling experimental injections is so fragrant
1647644139_23,1647644139,ST哥請問你打滿三劑了嗎？還沒的話會不,2022-03-19,"Brother ST, please ask if you are full of three doses? If you haven't"
1647644139_24,1647644139,會很危險,2022-03-19,It will be very dangerous
1647644139_25,1647644139,結果可能自己就是不敢續打的,2022-03-19,"As a result, I may not dare to fight"
1647644139_26,1647644139,他,2022-03-19,he
1647644139_27,1647644139,可憐,2022-03-20,Pitiful
1647619700_0,1647619700,蔡政府出來面對！！,2022-03-19,The Cai government comes out! Intersection
1647619700_1,1647619700,本乃就有病,2022-03-19,Ben is sick
1647619700_2,1647619700,BNT   阿沒事兒 沒事兒,2022-03-19,BNT Ah is okay
1647619700_3,1647619700,gbs?,2022-03-19,GBS?
